Treatment.Date,Insecticide,Fungicide,Adjuvant,Dose,Dead,Treated
2018-06-13,none,Tilt,none,0,0,20
2018-06-13,none,Tilt,none,0.1,0,20
2018-06-13,none,Tilt,none,1,1,21
2018-06-13,none,Tilt,none,10,1,20
2018-06-13,none,Tilt,none,30,2,20
2018-06-26,none,Tilt,none,0,2,20
2018-06-26,none,Tilt,none,0.1,1,20
2018-06-26,none,Tilt,none,1,5,20
2018-06-26,none,Tilt,none,10,0,20
2018-06-26,none,Tilt,none,30,1,20
2019-05-29,none,Tilt,none,0,0,20
2019-05-29,none,Tilt,none,1,0,20
2019-05-29,none,Tilt,none,3,0,20
2019-05-29,none,Tilt,none,10,1,20
2019-05-29,none,Tilt,none,30,0,20
2019-06-11,none,Tilt,none,0,1,20
2019-06-11,none,Tilt,none,1,0,20
2019-06-11,none,Tilt,none,3,2,20
2019-06-11,none,Tilt,none,10,0,20
2019-06-11,none,Tilt,none,30,1,20
2019-07-05,none,Tilt,none,0,1,20
2019-07-05,none,Tilt,none,1,0,20
2019-07-05,none,Tilt,none,3,2,20
2019-07-05,none,Tilt,none,10,2,20
2019-07-05,none,Tilt,none,30,2,20
2017-06-28,Altacor,none,none,0,2,19
2017-06-28,Altacor,none,none,0.1,0,19
2017-06-28,Altacor,none,none,1,0,20
2017-06-28,Altacor,none,none,10,0,19
2017-07-07,Altacor,none,none,0,0,19
2017-07-07,Altacor,none,none,0.1,2,20
2017-07-07,Altacor,none,none,1,0,20
2017-07-07,Altacor,none,none,10,0,20
2017-07-12,Altacor,none,none,0,1,20
2017-07-12,Altacor,none,none,0.1,0,20
2017-07-12,Altacor,none,none,1,3,20
2017-07-12,Altacor,none,none,10,2,20
2017-07-23,Altacor,none,none,0,0,19
2017-07-23,Altacor,none,none,0.1,1,20
2017-07-23,Altacor,none,none,1,1,19
2017-07-23,Altacor,none,none,3,2,20
2017-07-23,Altacor,none,none,10,0,19
2017-07-23,Altacor,none,none,30,1,19
2017-07-25,Altacor,none,none,0,1,20
2017-07-25,Altacor,none,none,0.1,2,20
2017-07-25,Altacor,none,none,1,2,20
2017-07-25,Altacor,none,none,3,3,21
2017-07-25,Altacor,none,none,10,3,20
2017-07-25,Altacor,none,none,30,3,20
2017-07-27,Altacor,none,none,0,1,20
2017-07-27,Altacor,none,none,0.1,2,20
2017-07-27,Altacor,none,none,1,2,20
2017-07-27,Altacor,none,none,3,0,20
2017-07-27,Altacor,none,none,10,0,20
2017-07-27,Altacor,none,none,30,3,20
2018-06-08,Altacor,none,none,0,1,20
2018-06-08,Altacor,none,none,1,0,20
2018-06-08,Altacor,none,none,10,0,20
2018-06-08,Altacor,none,none,30,0,20
2018-06-08,Altacor,none,none,0,1,20
2018-06-08,Altacor,none,none,0.1,2,20
2018-06-08,Altacor,none,none,1,3,20
2018-06-08,Altacor,none,none,10,1,20
2018-06-08,Altacor,none,none,30,1,20
2018-06-13,Altacor,none,none,0,0,20
2018-06-13,Altacor,none,none,0.1,0,20
2018-06-13,Altacor,none,none,1,0,20
2018-06-13,Altacor,none,none,10,0,20
2018-06-13,Altacor,none,none,30,0,20
2018-07-11,Altacor,none,none,0,1,19
2018-07-11,Altacor,none,none,0.1,0,20
2018-07-11,Altacor,none,none,1,3,20
2018-07-11,Altacor,none,none,10,3,20
2018-07-11,Altacor,none,none,30,2,20
2019-05-29,Altacor,none,none,0,0,20
2019-05-29,Altacor,none,none,1,0,20
2019-05-29,Altacor,none,none,3,0,20
2019-05-29,Altacor,none,none,10,0,20
2019-05-29,Altacor,none,none,30,0,20
2019-06-11,Altacor,none,none,0,0,20
2019-06-11,Altacor,none,none,1,0,20
2019-06-11,Altacor,none,none,3,0,20
2019-06-11,Altacor,none,none,10,0,20
2019-06-11,Altacor,none,none,30,0,20
2019-07-10,Altacor,none,none,1,0,20
2019-07-10,Altacor,none,none,3,0,20
2019-07-10,Altacor,none,none,10,0,20
2019-07-10,Altacor,none,none,30,0,20
2018-06-26,Altacor,PBO,none,0,2,20
2018-06-26,Altacor,PBO,none,0.1,2,19
2018-06-26,Altacor,PBO,none,1,2,19
2018-06-26,Altacor,PBO,none,10,16,20
2018-06-26,Altacor,PBO,none,30,20,20
2018-07-18,Altacor,PBO,none,0,0,20
2018-07-18,Altacor,PBO,none,0.1,0,20
2018-07-18,Altacor,PBO,none,1,0,20
2018-07-18,Altacor,PBO,none,10,4,20
2018-07-18,Altacor,PBO,none,30,20,20
2018-07-20,Altacor,PBO,none,0,0,20
2018-07-20,Altacor,PBO,none,0.1,0,20
2018-07-20,Altacor,PBO,none,1,0,20
2018-07-20,Altacor,PBO,none,10,5,20
2018-07-20,Altacor,PBO,none,30,20,20
2017-06-28,Altacor,Tilt,none,0,0,20
2017-06-28,Altacor,Tilt,none,0.01,1,20
2017-06-28,Altacor,Tilt,none,0.1,0,20
2017-06-28,Altacor,Tilt,none,1,0,19
2017-06-28,Altacor,Tilt,none,0,1,20
2017-07-07,Altacor,Tilt,none,0,0,20
2017-07-07,Altacor,Tilt,none,0.01,0,20
2017-07-07,Altacor,Tilt,none,0.1,1,19
2017-07-07,Altacor,Tilt,none,1,1,20
2017-07-12,Altacor,Tilt,none,0,0,20
2017-07-12,Altacor,Tilt,none,0.01,0,20
2017-07-12,Altacor,Tilt,none,0.1,1,20
2017-07-12,Altacor,Tilt,none,1,1,20
2017-07-21,Altacor,Tilt,none,0,1,20
2017-07-21,Altacor,Tilt,none,0.1,0,20
2017-07-21,Altacor,Tilt,none,1,2,20
2017-07-21,Altacor,Tilt,none,3,0,20
2017-07-21,Altacor,Tilt,none,10,13,20
2017-07-21,Altacor,Tilt,none,30,20,20
2017-07-24,Altacor,Tilt,none,0,0,20
2017-07-24,Altacor,Tilt,none,0.1,0,20
2017-07-24,Altacor,Tilt,none,1,3,20
2017-07-24,Altacor,Tilt,none,3,0,20
2017-07-24,Altacor,Tilt,none,10,11,19
2017-07-24,Altacor,Tilt,none,30,20,20
2017-07-26,Altacor,Tilt,none,0,3,20
2017-07-26,Altacor,Tilt,none,0.1,0,20
2017-07-26,Altacor,Tilt,none,1,2,20
2017-07-26,Altacor,Tilt,none,3,1,20
2017-07-26,Altacor,Tilt,none,10,7,19
2017-07-26,Altacor,Tilt,none,30,20,20
2017-07-28,Altacor,Tilt,none,0,1,19
2017-07-28,Altacor,Tilt,none,0.1,0,20
2017-07-28,Altacor,Tilt,none,1,0,20
2017-07-28,Altacor,Tilt,none,3,3,20
2017-07-28,Altacor,Tilt,none,10,11,20
2017-07-28,Altacor,Tilt,none,30,20,20
2018-06-12,Altacor,Tilt,none,0,0,20
2018-06-12,Altacor,Tilt,none,0.1,1,20
2018-06-12,Altacor,Tilt,none,1,0,19
2018-06-12,Altacor,Tilt,none,10,16,20
2018-06-12,Altacor,Tilt,none,30,20,20
2018-06-12,Altacor,Tilt,none,0,0,20
2018-06-12,Altacor,Tilt,none,0.1,0,20
2018-06-12,Altacor,Tilt,none,1,0,21
2018-06-12,Altacor,Tilt,none,10,8,20
2018-06-12,Altacor,Tilt,none,30,20,20
2018-06-13,Altacor,Tilt,none,0,0,20
2018-06-13,Altacor,Tilt,none,0.1,0,20
2018-06-13,Altacor,Tilt,none,1,0,20
2018-06-13,Altacor,Tilt,none,10,11,20
2018-06-13,Altacor,Tilt,none,30,19,20
2018-06-26,Altacor,Tilt,none,0,2,20
2018-06-26,Altacor,Tilt,none,0.1,1,18
2018-06-26,Altacor,Tilt,none,1,3,20
2018-06-26,Altacor,Tilt,none,10,16,20
2018-06-26,Altacor,Tilt,none,30,20,20
2019-05-29,Altacor,Tilt,none,0,1,21
2019-05-29,Altacor,Tilt,none,1,2,20
2019-05-29,Altacor,Tilt,none,3,2,20
2019-05-29,Altacor,Tilt,none,10,2,20
2019-05-29,Altacor,Tilt,none,30,19,21
2019-07-05,Altacor,Tilt,none,0,0,20
2019-07-05,Altacor,Tilt,none,0.1,3,20
2019-07-05,Altacor,Tilt,none,1,2,21
2019-07-05,Altacor,Tilt,none,3,1,20
2019-07-05,Altacor,Tilt,none,5,1,20
2019-07-05,Altacor,Tilt,none,8,2,20
2019-07-05,Altacor,Tilt,none,10,7,20
2019-07-05,Altacor,Tilt,none,30,19,20
2019-07-13,Altacor,Tilt,none,0,0,20
2019-07-13,Altacor,Tilt,none,0.1,0,20
2019-07-13,Altacor,Tilt,none,1,1,20
2019-07-13,Altacor,Tilt,none,3,0,20
2019-07-13,Altacor,Tilt,none,5,0,20
2019-07-13,Altacor,Tilt,none,8,2,20
2019-07-13,Altacor,Tilt,none,10,4,20
2019-07-13,Altacor,Tilt,none,30,20,20
