Treatment.Date,Insecticide,Fungicide,Adjuvant,Dose,Dead,Treated
2020-07-07,none,none,Dyne-Amic,15,7,20
2020-07-07,none,none,Dyne-Amic,30,20,20
2020-07-07,none,none,Dyne-Amic,50,20,20
2020-07-12,none,none,Dyne-Amic,0,0,20
2020-07-12,none,none,Dyne-Amic,1,4,20
2020-07-12,none,none,Dyne-Amic,3,7,20
2020-07-12,none,none,Dyne-Amic,5,3,20
2020-07-12,none,none,Dyne-Amic,8,8,20
2020-07-12,none,none,Dyne-Amic,10,4,20
2020-07-12,none,none,Dyne-Amic,15,20,20
2020-07-12,none,none,Dyne-Amic,30,20,20
2020-07-12,none,none,Dyne-Amic,50,20,20
2020-08-10,none,none,Dyne-Amic,0,1,20
2020-08-10,none,none,Dyne-Amic,1,0,20
2020-08-10,none,none,Dyne-Amic,3,0,20
2020-08-10,none,none,Dyne-Amic,10,0,20
2020-08-10,none,none,Dyne-Amic,30,14,20
2020-08-21,none,none,Dyne-Amic,0,1,20
2020-08-21,none,none,Dyne-Amic,1,0,19
2020-08-21,none,none,Dyne-Amic,3,0,20
2020-08-21,none,none,Dyne-Amic,5,0,20
2020-08-21,none,none,Dyne-Amic,8,1,20
2020-08-21,none,none,Dyne-Amic,10,0,20
2020-08-21,none,none,Dyne-Amic,15,1,20
2020-08-21,none,none,Dyne-Amic,20,0,20
2020-08-21,none,none,Dyne-Amic,30,9,20
2020-08-29,none,none,Dyne-Amic,0,0,20
2020-08-29,none,none,Dyne-Amic,1,1,20
2020-08-29,none,none,Dyne-Amic,3,1,20
2020-08-29,none,none,Dyne-Amic,5,1,20
2020-08-29,none,none,Dyne-Amic,8,0,21
2020-08-29,none,none,Dyne-Amic,10,4,20
2020-08-29,none,none,Dyne-Amic,15,2,20
2020-08-29,none,none,Dyne-Amic,20,3,20
2020-08-29,none,none,Dyne-Amic,30,13,20
2020-09-08,none,none,Dyne-Amic,0,0,20
2020-09-08,none,none,Dyne-Amic,3,0,20
2020-09-08,none,none,Dyne-Amic,5,0,20
2020-09-08,none,none,Dyne-Amic,8,0,20
2020-09-08,none,none,Dyne-Amic,10,0,20
2020-09-08,none,none,Dyne-Amic,15,2,20
2020-09-08,none,none,Dyne-Amic,20,0,20
2020-09-08,none,none,Dyne-Amic,30,9,20
2020-06-13,none,none,LI700,0,1,20
2020-06-13,none,none,LI700,1,1,20
2020-06-13,none,none,LI700,3,0,20
2020-06-13,none,none,LI700,10,0,20
2020-06-13,none,none,LI700,30,2,20
2020-06-15,none,none,LI700,0,0,20
2020-06-15,none,none,LI700,1,0,20
2020-06-15,none,none,LI700,3,2,20
2020-06-15,none,none,LI700,10,0,20
2020-06-15,none,none,LI700,30,2,20
2020-06-19,none,none,LI700,0,2,20
2020-06-19,none,none,LI700,1,0,20
2020-06-19,none,none,LI700,3,5,20
2020-06-19,none,none,LI700,10,4,20
2020-06-19,none,none,LI700,30,17,20
2020-06-30,none,none,LI700,0,3,20
2020-06-30,none,none,LI700,1,1,20
2020-06-30,none,none,LI700,3,0,20
2020-06-30,none,none,LI700,10,0,20
2020-06-30,none,none,LI700,15,1,19
2020-06-30,none,none,LI700,30,5,20
2020-06-30,none,none,LI700,50,6,18
2020-07-04,none,none,LI700,0,0,20
2020-07-04,none,none,LI700,1,2,20
2020-07-04,none,none,LI700,3,0,20
2020-07-04,none,none,LI700,10,9,20
2020-07-04,none,none,LI700,15,0,20
2020-07-04,none,none,LI700,30,3,20
2020-07-04,none,none,LI700,50,5,20
2020-07-08,none,none,LI700,0,0,20
2020-07-08,none,none,LI700,1,2,20
2020-07-08,none,none,LI700,3,0,20
2020-07-08,none,none,LI700,10,0,20
2020-07-08,none,none,LI700,15,0,20
2020-07-08,none,none,LI700,30,4,20
2020-07-08,none,none,LI700,50,12,20
2020-07-13,none,none,LI700,10,20,20
2020-07-13,none,none,LI700,15,20,20
2020-07-13,none,none,LI700,30,13,20
2020-07-13,none,none,LI700,50,12,20
2020-08-15,none,none,LI700,0,1,20
2020-08-15,none,none,LI700,1,0,20
2020-08-15,none,none,LI700,3,0,20
2020-08-15,none,none,LI700,10,0,20
2020-08-15,none,none,LI700,30,2,20
2020-08-24,none,none,LI700,0,1,20
2020-08-24,none,none,LI700,1,0,20
2020-08-24,none,none,LI700,3,2,20
2020-08-24,none,none,LI700,10,0,20
2020-08-24,none,none,LI700,15,0,20
2020-08-24,none,none,LI700,30,2,21
2020-08-31,none,none,LI700,0,1,20
2020-08-31,none,none,LI700,1,4,20
2020-08-31,none,none,LI700,3,0,20
2020-08-31,none,none,LI700,10,3,20
2020-08-31,none,none,LI700,30,3,19
2020-08-31,none,none,LI700,40,1,20
2020-08-31,none,none,LI700,50,4,20
2020-09-08,none,none,LI700,0,0,20
2020-09-08,none,none,LI700,1,1,20
2020-09-08,none,none,LI700,3,0,20
2020-09-08,none,none,LI700,10,1,20
2020-09-08,none,none,LI700,30,0,20
2020-09-08,none,none,LI700,40,6,20
2020-09-08,none,none,LI700,50,1,20
2020-09-19,none,none,LI700,0,0,19
2020-09-19,none,none,LI700,1,1,20
2020-09-19,none,none,LI700,3,3,20
2020-09-19,none,none,LI700,10,2,20
2020-09-19,none,none,LI700,30,8,20
2020-09-19,none,none,LI700,40,9,20
2020-09-19,none,none,LI700,50,20,20
2020-09-26,none,none,LI700,0,3,20
2020-09-26,none,none,LI700,1,1,19
2020-09-26,none,none,LI700,3,2,20
2020-09-26,none,none,LI700,10,3,20
2020-09-26,none,none,LI700,30,8,20
2020-09-26,none,none,LI700,40,13,20
2020-09-26,none,none,LI700,50,9,20
2020-06-08,none,none,NuFilmP,0,3,20
2020-06-08,none,none,NuFilmP,3,3,20
2020-06-08,none,none,NuFilmP,10,2,20
2020-06-08,none,none,NuFilmP,30,3,20
2020-06-13,none,none,NuFilmP,0,0,20
2020-06-13,none,none,NuFilmP,1,0,20
2020-06-13,none,none,NuFilmP,3,0,20
2020-06-13,none,none,NuFilmP,10,0,20
2020-06-13,none,none,NuFilmP,30,0,20
2020-06-15,none,none,NuFilmP,0,1,18
2020-06-15,none,none,NuFilmP,1,1,20
2020-06-15,none,none,NuFilmP,3,1,20
2020-06-15,none,none,NuFilmP,10,0,20
2020-06-15,none,none,NuFilmP,30,3,20
2020-06-19,none,none,NuFilmP,0,1,20
2020-06-19,none,none,NuFilmP,1,1,19
2020-06-19,none,none,NuFilmP,3,3,20
2020-06-19,none,none,NuFilmP,10,1,20
2020-06-19,none,none,NuFilmP,30,1,20
2020-08-17,none,none,NuFilmP,0,0,20
2020-08-17,none,none,NuFilmP,1,0,20
2020-08-17,none,none,NuFilmP,3,0,20
2020-08-17,none,none,NuFilmP,10,0,20
2020-08-17,none,none,NuFilmP,30,1,20
2020-08-25,none,none,NuFilmP,0,0,20
2020-08-25,none,none,NuFilmP,1,1,20
2020-08-25,none,none,NuFilmP,10,1,20
2020-08-25,none,none,NuFilmP,30,0,20
2020-08-28,none,none,NuFilmP,0,0,20
2020-08-28,none,none,NuFilmP,1,0,20
2020-08-28,none,none,NuFilmP,3,0,20
2020-08-28,none,none,NuFilmP,10,0,20
2020-08-28,none,none,NuFilmP,30,1,20
2020-06-08,none,none,Activator90,0,1,19
2020-06-08,none,none,Activator90,1,1,20
2020-06-08,none,none,Activator90,3,1,20
2020-06-08,none,none,Activator90,10,6,20
2020-06-15,none,none,Activator90,0,0,20
2020-06-15,none,none,Activator90,1,0,20
2020-06-15,none,none,Activator90,3,0,20
2020-06-15,none,none,Activator90,10,0,20
2020-06-15,none,none,Activator90,15,5,20
2020-06-29,none,none,Activator90,0,0,20
2020-06-29,none,none,Activator90,1,5,20
2020-06-29,none,none,Activator90,3,10,20
2020-06-29,none,none,Activator90,5,0,20
2020-06-29,none,none,Activator90,8,16,20
2020-06-29,none,none,Activator90,10,20,20
2020-06-29,none,none,Activator90,15,3,20
2020-07-03,none,none,Activator90,0,0,20
2020-07-03,none,none,Activator90,1,0,20
2020-07-03,none,none,Activator90,3,0,20
2020-07-03,none,none,Activator90,5,11,20
2020-07-03,none,none,Activator90,8,20,20
2020-07-03,none,none,Activator90,10,1,20
2020-07-03,none,none,Activator90,15,15,20
2020-07-07,none,none,Activator90,0,1,20
2020-07-07,none,none,Activator90,1,1,20
2020-07-07,none,none,Activator90,3,0,20
2020-07-07,none,none,Activator90,5,1,20
2020-07-07,none,none,Activator90,8,1,20
2020-07-07,none,none,Activator90,10,1,20
2020-07-07,none,none,Activator90,15,3,19
2020-06-09,none,none,Surf90,0,1,20
2020-06-09,none,none,Surf90,1,4,20
2020-06-09,none,none,Surf90,3,0,20
2020-06-09,none,none,Surf90,10,3,20
2020-06-14,none,none,Surf90,0,1,20
2020-06-14,none,none,Surf90,1,2,20
2020-06-14,none,none,Surf90,3,0,20
2020-06-14,none,none,Surf90,10,17,20
2020-06-14,none,none,Surf90,15,20,20
2020-06-17,none,none,Surf90,0,1,20
2020-06-17,none,none,Surf90,1,4,20
2020-06-17,none,none,Surf90,3,2,20
2020-06-17,none,none,Surf90,10,20,20
2020-07-01,none,none,Surf90,0,0,20
2020-07-01,none,none,Surf90,1,1,20
2020-07-01,none,none,Surf90,3,0,20
2020-07-01,none,none,Surf90,5,0,20
2020-07-01,none,none,Surf90,8,0,20
2020-07-01,none,none,Surf90,10,2,20
2020-07-01,none,none,Surf90,12,4,20
2020-07-01,none,none,Surf90,15,5,20
2020-07-04,none,none,Surf90,0,0,20
2020-07-04,none,none,Surf90,1,0,20
2020-07-04,none,none,Surf90,8,5,20
2020-07-04,none,none,Surf90,10,11,20
2020-07-04,none,none,Surf90,12,20,20
2020-07-04,none,none,Surf90,15,20,20
2020-07-09,none,none,Surf90,0,0,20
2020-07-09,none,none,Surf90,1,0,20
2020-07-09,none,none,Surf90,3,0,20
2020-07-09,none,none,Surf90,5,0,20
2020-07-09,none,none,Surf90,8,0,20
2020-07-09,none,none,Surf90,10,5,19
2020-07-09,none,none,Surf90,12,0,20
2020-07-09,none,none,Surf90,15,9,20
2020-07-14,none,none,Surf90,0,0,20
2020-07-14,none,none,Surf90,3,0,20
2020-07-14,none,none,Surf90,5,1,20
2020-07-14,none,none,Surf90,8,20,20
2020-07-14,none,none,Surf90,10,13,20
2020-07-14,none,none,Surf90,12,17,20
2020-07-14,none,none,Surf90,15,20,20
2020-06-15,none,none,Attach,0,1,20
2020-06-15,none,none,Attach,1,2,20
2020-06-15,none,none,Attach,3,3,20
2020-06-15,none,none,Attach,10,2,20
2020-06-15,none,none,Attach,30,1,20
2020-06-09,none,none,Attach,0,3,20
2020-06-09,none,none,Attach,1,1,20
2020-06-09,none,none,Attach,3,0,20
2020-06-09,none,none,Attach,10,1,20
2020-06-09,none,none,Attach,30,2,20
2020-06-14,none,none,Attach,0,0,20
2020-06-14,none,none,Attach,1,0,20
2020-06-14,none,none,Attach,3,0,20
2020-06-14,none,none,Attach,10,0,20
2020-06-14,none,none,Attach,30,0,20
2020-06-09,none,none,Liberate,0,0,20
2020-06-09,none,none,Liberate,1,1,20
2020-06-09,none,none,Liberate,3,0,20
2020-06-09,none,none,Liberate,10,1,20
2020-06-09,none,none,Liberate,30,13,20
2020-06-13,none,none,Liberate,0,0,19
2020-06-13,none,none,Liberate,1,0,20
2020-06-13,none,none,Liberate,3,0,20
2020-06-13,none,none,Liberate,10,0,20
2020-06-13,none,none,Liberate,30,0,20
2020-06-30,none,none,Liberate,0,1,20
2020-06-30,none,none,Liberate,1,1,20
2020-06-30,none,none,Liberate,3,0,20
2020-06-30,none,none,Liberate,5,0,19
2020-06-30,none,none,Liberate,8,0,20
2020-06-30,none,none,Liberate,10,1,20
2020-06-30,none,none,Liberate,15,2,20
2020-06-30,none,none,Liberate,30,18,20
2020-06-30,none,none,Liberate,50,0,20
2020-07-03,none,none,Liberate,0,0,20
2020-07-03,none,none,Liberate,1,1,20
2020-07-03,none,none,Liberate,3,1,20
2020-07-03,none,none,Liberate,5,12,20
2020-07-03,none,none,Liberate,8,2,20
2020-07-03,none,none,Liberate,10,0,20
2020-07-03,none,none,Liberate,15,11,20
2020-07-03,none,none,Liberate,30,16,20
2020-07-03,none,none,Liberate,50,20,20
2020-07-08,none,none,Liberate,0,1,20
2020-07-08,none,none,Liberate,1,2,20
2020-07-08,none,none,Liberate,3,0,20
2020-07-08,none,none,Liberate,5,0,20
2020-07-08,none,none,Liberate,8,1,19
2020-07-08,none,none,Liberate,10,4,20
2020-07-08,none,none,Liberate,15,8,20
2020-07-08,none,none,Liberate,30,3,20
2020-07-08,none,none,Liberate,50,20,20
2020-07-13,none,none,Liberate,0,1,20
2020-07-13,none,none,Liberate,1,0,20
2020-07-13,none,none,Liberate,3,2,20
2020-07-13,none,none,Liberate,5,1,20
2020-07-13,none,none,Liberate,8,1,21
2020-07-13,none,none,Liberate,10,2,20
2020-07-13,none,none,Liberate,15,14,20
2020-07-13,none,none,Liberate,30,18,20
2020-07-13,none,none,Liberate,50,13,20
2020-06-10,none,none,Choice,0,3,20
2020-06-10,none,none,Choice,1,4,20
2020-06-10,none,none,Choice,3,6,20
2020-06-10,none,none,Choice,10,2,20
2020-06-10,none,none,Choice,30,5,20
2020-06-14,none,none,Choice,0,1,20
2020-06-14,none,none,Choice,1,1,20
2020-06-14,none,none,Choice,3,1,20
2020-06-14,none,none,Choice,10,3,20
2020-06-14,none,none,Choice,30,5,19
2020-06-17,none,none,Choice,0,1,20
2020-06-17,none,none,Choice,1,2,20
2020-06-17,none,none,Choice,3,0,20
2020-06-17,none,none,Choice,10,0,20
2020-06-17,none,none,Choice,30,3,20
2020-06-21,none,none,Choice,0,1,19
2020-06-21,none,none,Choice,1,0,20
2020-06-21,none,none,Choice,3,0,20
2020-06-21,none,none,Choice,10,2,20
2020-06-21,none,none,Choice,30,14,20
2020-07-01,none,none,Choice,0,0,20
2020-07-01,none,none,Choice,1,0,19
2020-07-01,none,none,Choice,3,0,20
2020-07-01,none,none,Choice,5,0,20
2020-07-01,none,none,Choice,8,2,10
2020-07-01,none,none,Choice,10,0,20
2020-07-01,none,none,Choice,15,0,20
2020-07-01,none,none,Choice,30,1,19
2020-07-01,none,none,Choice,50,2,19
2020-07-05,none,none,Choice,0,0,20
2020-07-05,none,none,Choice,1,0,20
2020-07-05,none,none,Choice,3,1,20
2020-07-05,none,none,Choice,5,0,20
2020-07-05,none,none,Choice,8,0,20
2020-07-05,none,none,Choice,10,0,20
2020-07-05,none,none,Choice,15,0,20
2020-07-05,none,none,Choice,30,0,20
2020-07-05,none,none,Choice,50,0,20
2020-07-10,none,none,Choice,0,1,20
2020-07-10,none,none,Choice,1,1,20
2020-07-10,none,none,Choice,3,18,20
2020-07-10,none,none,Choice,5,20,20
2020-07-10,none,none,Choice,8,7,20
2020-07-10,none,none,Choice,10,20,20
2020-07-10,none,none,Choice,15,16,20
2020-07-10,none,none,Choice,30,4,20
2020-07-10,none,none,Choice,50,17,20
2020-07-14,none,none,Choice,0,1,20
2020-07-14,none,none,Choice,1,0,20
2020-07-14,none,none,Choice,3,11,20
2020-07-14,none,none,Choice,5,4,20
2020-07-14,none,none,Choice,8,20,20
2020-07-14,none,none,Choice,10,15,20
2020-07-14,none,none,Choice,15,0,21
2020-07-14,none,none,Choice,30,0,20
2020-07-14,none,none,Choice,50,20,20
2020-06-10,none,none,LatronB,0,2,20
2020-06-10,none,none,LatronB,1,1,20
2020-06-10,none,none,LatronB,3,0,20
2020-06-10,none,none,LatronB,10,0,20
2020-06-10,none,none,LatronB,30,4,20
2020-06-14,none,none,LatronB,0,0,20
2020-06-14,none,none,LatronB,1,1,20
2020-06-14,none,none,LatronB,3,2,20
2020-06-14,none,none,LatronB,10,0,19
2020-06-14,none,none,LatronB,30,3,20
2020-06-17,none,none,LatronB,0,0,20
2020-06-17,none,none,LatronB,1,4,19
2020-06-17,none,none,LatronB,3,3,20
2020-06-17,none,none,LatronB,10,0,20
2020-06-17,none,none,LatronB,30,4,20
2020-06-21,none,none,LatronB,0,0,20
2020-06-21,none,none,LatronB,1,0,20
2020-06-21,none,none,LatronB,3,2,20
2020-06-21,none,none,LatronB,10,4,20
2020-06-21,none,none,LatronB,30,5,20
2020-07-02,none,none,LatronB,0,0,20
2020-07-02,none,none,LatronB,1,2,20
2020-07-02,none,none,LatronB,3,0,20
2020-07-02,none,none,LatronB,5,0,20
2020-07-02,none,none,LatronB,8,0,20
2020-07-02,none,none,LatronB,10,0,20
2020-07-02,none,none,LatronB,15,0,20
2020-07-02,none,none,LatronB,30,1,20
2020-07-02,none,none,LatronB,50,1,19
2020-07-06,none,none,LatronB,0,0,20
2020-07-06,none,none,LatronB,1,2,20
2020-07-06,none,none,LatronB,3,0,20
2020-07-06,none,none,LatronB,5,0,20
2020-07-06,none,none,LatronB,8,1,20
2020-07-06,none,none,LatronB,10,3,20
2020-07-06,none,none,LatronB,15,2,20
2020-07-06,none,none,LatronB,30,4,20
2020-07-06,none,none,LatronB,50,4,19
2020-07-15,none,none,LatronB,0,2,20
2020-07-15,none,none,LatronB,3,0,20
2020-07-15,none,none,LatronB,5,1,20
2020-07-15,none,none,LatronB,8,1,20
2020-07-15,none,none,LatronB,10,3,20
2020-07-15,none,none,LatronB,15,0,20
2020-07-15,none,none,LatronB,50,4,20
2020-08-11,none,Pristine,none,0,0,20
2020-08-11,none,Pristine,none,1,1,20
2020-08-11,none,Pristine,none,3,2,20
2020-08-11,none,Pristine,none,10,1,20
2020-08-11,none,Pristine,none,30,0,20
2020-08-26,none,Pristine,none,0,0,20
2020-08-26,none,Pristine,none,1,0,20
2020-08-26,none,Pristine,none,3,1,20
2020-08-26,none,Pristine,none,10,0,20
2020-08-26,none,Pristine,none,30,1,20
2020-09-02,none,Pristine,none,1,2,20
2020-09-02,none,Pristine,none,3,2,20
2020-09-02,none,Pristine,none,10,1,20
2020-09-02,none,Pristine,none,30,0,20
2020-09-11,none,Pristine,none,0,1,20
2020-09-11,none,Pristine,none,1,2,20
2020-09-11,none,Pristine,none,3,3,20
2020-09-11,none,Pristine,none,10,3,20
2020-09-11,none,Pristine,none,30,0,20
2020-09-13,none,Pristine,none,0,0,20
2020-09-13,none,Pristine,none,1,1,20
2020-09-13,none,Pristine,none,10,0,20
2020-09-13,none,Pristine,none,30,0,20
2020-09-13,none,Pristine,none,50,0,20
2020-09-16,none,Pristine,none,0,2,20
2020-09-16,none,Pristine,none,1,1,19
2020-09-16,none,Pristine,none,10,1,20
2020-09-16,none,Pristine,none,50,2,19
2020-09-19,none,Pristine,none,0,1,20
2020-09-19,none,Pristine,none,1,0,20
2020-09-19,none,Pristine,none,30,0,20
2020-09-19,none,Pristine,none,50,2,20
2020-08-11,none,Pristine,Dyne-Amic,0,0,20
2020-08-11,none,Pristine,Dyne-Amic,1,0,20
2020-08-11,none,Pristine,Dyne-Amic,3,1,20
2020-08-11,none,Pristine,Dyne-Amic,5,0,20
2020-08-11,none,Pristine,Dyne-Amic,8,2,20
2020-08-11,none,Pristine,Dyne-Amic,10,3,20
2020-08-11,none,Pristine,Dyne-Amic,30,20,20
2020-08-21,none,Pristine,Dyne-Amic,0,0,21
2020-08-21,none,Pristine,Dyne-Amic,1,0,20
2020-08-21,none,Pristine,Dyne-Amic,3,1,20
2020-08-21,none,Pristine,Dyne-Amic,5,0,20
2020-08-21,none,Pristine,Dyne-Amic,8,1,20
2020-08-21,none,Pristine,Dyne-Amic,10,4,20
2020-08-21,none,Pristine,Dyne-Amic,15,19,20
2020-08-21,none,Pristine,Dyne-Amic,20,20,20
2020-08-21,none,Pristine,Dyne-Amic,30,20,20
2020-08-31,none,Pristine,Dyne-Amic,0,1,20
2020-08-31,none,Pristine,Dyne-Amic,1,0,20
2020-08-31,none,Pristine,Dyne-Amic,3,1,20
2020-08-31,none,Pristine,Dyne-Amic,5,1,20
2020-08-31,none,Pristine,Dyne-Amic,8,3,20
2020-08-31,none,Pristine,Dyne-Amic,10,11,20
2020-08-31,none,Pristine,Dyne-Amic,15,12,20
2020-08-31,none,Pristine,Dyne-Amic,20,20,20
2020-08-31,none,Pristine,Dyne-Amic,30,20,20
2020-09-05,none,Pristine,Dyne-Amic,0,0,20
2020-09-05,none,Pristine,Dyne-Amic,1,0,20
2020-09-05,none,Pristine,Dyne-Amic,3,0,20
2020-09-05,none,Pristine,Dyne-Amic,5,0,20
2020-09-05,none,Pristine,Dyne-Amic,8,0,20
2020-09-05,none,Pristine,Dyne-Amic,10,3,20
2020-09-05,none,Pristine,Dyne-Amic,15,5,20
2020-09-05,none,Pristine,Dyne-Amic,20,13,20
2020-09-05,none,Pristine,Dyne-Amic,30,20,20
2020-08-16,none,Pristine,LI700,0,2,20
2020-08-16,none,Pristine,LI700,1,0,20
2020-08-16,none,Pristine,LI700,3,0,20
2020-08-16,none,Pristine,LI700,10,0,20
2020-08-16,none,Pristine,LI700,30,9,20
2020-08-23,none,Pristine,LI700,0,0,20
2020-08-23,none,Pristine,LI700,1,0,20
2020-08-23,none,Pristine,LI700,3,0,20
2020-08-23,none,Pristine,LI700,10,0,20
2020-08-23,none,Pristine,LI700,30,11,20
2020-09-02,none,Pristine,LI700,0,3,20
2020-09-02,none,Pristine,LI700,1,0,20
2020-09-02,none,Pristine,LI700,3,0,20
2020-09-02,none,Pristine,LI700,10,0,20
2020-09-02,none,Pristine,LI700,30,3,20
2020-09-02,none,Pristine,LI700,40,6,20
2020-09-02,none,Pristine,LI700,50,10,20
2020-09-09,none,Pristine,LI700,0,0,20
2020-09-09,none,Pristine,LI700,1,0,19
2020-09-09,none,Pristine,LI700,3,0,20
2020-09-09,none,Pristine,LI700,10,2,20
2020-09-09,none,Pristine,LI700,30,0,20
2020-09-09,none,Pristine,LI700,40,14,20
2020-09-09,none,Pristine,LI700,50,3,20
2020-09-13,none,Pristine,LI700,0,1,20
2020-09-13,none,Pristine,LI700,1,0,20
2020-09-13,none,Pristine,LI700,3,1,20
2020-09-13,none,Pristine,LI700,10,0,20
2020-09-13,none,Pristine,LI700,30,13,20
2020-09-13,none,Pristine,LI700,40,13,20
2020-09-13,none,Pristine,LI700,50,20,23
2020-08-18,none,Pristine,NuFilmP,0,0,20
2020-08-18,none,Pristine,NuFilmP,1,0,20
2020-08-18,none,Pristine,NuFilmP,3,0,20
2020-08-18,none,Pristine,NuFilmP,10,1,20
2020-08-18,none,Pristine,NuFilmP,30,0,19
2020-08-26,none,Pristine,NuFilmP,0,0,20
2020-08-26,none,Pristine,NuFilmP,1,1,20
2020-08-26,none,Pristine,NuFilmP,3,2,20
2020-08-26,none,Pristine,NuFilmP,10,0,19
2020-08-26,none,Pristine,NuFilmP,30,0,20
2020-08-27,none,Pristine,NuFilmP,0,0,20
2020-08-27,none,Pristine,NuFilmP,1,0,20
2020-08-27,none,Pristine,NuFilmP,3,0,20
2020-08-27,none,Pristine,NuFilmP,10,0,20
2020-08-27,none,Pristine,NuFilmP,30,0,20
2020-06-01,none,Tilt,none,0,2,20
2020-06-01,none,Tilt,none,1,2,20
2020-06-01,none,Tilt,none,3,0,20
2020-06-01,none,Tilt,none,10,1,20
2020-06-01,none,Tilt,none,30,0,20
2020-06-05,none,Tilt,none,0,1,20
2020-06-05,none,Tilt,none,1,1,20
2020-06-05,none,Tilt,none,3,2,20
2020-06-05,none,Tilt,none,10,0,19
2020-06-05,none,Tilt,none,30,0,20
2020-06-16,none,Tilt,none,0,2,20
2020-06-16,none,Tilt,none,1,2,20
2020-06-16,none,Tilt,none,3,3,20
2020-06-16,none,Tilt,none,10,2,20
2020-06-16,none,Tilt,none,30,1,20
2020-08-11,none,Tilt,none,0,0,20
2020-08-11,none,Tilt,none,1,0,19
2020-08-11,none,Tilt,none,3,1,20
2020-08-11,none,Tilt,none,10,0,20
2020-08-11,none,Tilt,none,30,2,20
2020-08-18,none,Tilt,none,0,0,20
2020-08-18,none,Tilt,none,1,1,20
2020-08-18,none,Tilt,none,3,0,20
2020-08-18,none,Tilt,none,10,0,20
2020-08-18,none,Tilt,none,30,2,20
2020-09-09,none,Tilt,none,0,0,20
2020-09-09,none,Tilt,none,1,1,20
2020-09-09,none,Tilt,none,3,2,20
2020-09-09,none,Tilt,none,10,1,20
2020-09-09,none,Tilt,none,30,1,20
2020-09-13,none,Tilt,none,0,0,20
2020-09-13,none,Tilt,none,1,0,20
2020-09-13,none,Tilt,none,10,0,20
2020-09-13,none,Tilt,none,30,0,20
2020-09-13,none,Tilt,none,50,1,20
2020-09-16,none,Tilt,none,0,0,20
2020-09-16,none,Tilt,none,1,0,20
2020-09-16,none,Tilt,none,10,1,20
2020-09-16,none,Tilt,none,30,2,21
2020-09-16,none,Tilt,none,50,5,20
2020-09-25,none,Tilt,none,0,1,20
2020-09-25,none,Tilt,none,1,3,20
2020-09-25,none,Tilt,none,10,2,19
2020-09-25,none,Tilt,none,30,2,20
2020-09-25,none,Tilt,none,50,5,20
2020-10-01,none,Tilt,none,0,2,20
2020-10-01,none,Tilt,none,1,3,20
2020-10-01,none,Tilt,none,10,5,21
2020-10-01,none,Tilt,none,30,4,20
2020-10-01,none,Tilt,none,50,4,20
2020-10-02,none,Tilt,none,0,2,20
2020-10-02,none,Tilt,none,1,1,20
2020-10-02,none,Tilt,none,10,0,20
2020-10-02,none,Tilt,none,30,0,18
2020-10-02,none,Tilt,none,50,1,20
2020-10-03,none,Tilt,none,0,0,18
2020-10-03,none,Tilt,none,1,0,19
2020-10-03,none,Tilt,none,10,1,20
2020-10-03,none,Tilt,none,30,0,20
2020-10-03,none,Tilt,none,50,0,20
2020-08-11,none,Tilt,Dyne-Amic,0,0,20
2020-08-11,none,Tilt,Dyne-Amic,1,1,20
2020-08-11,none,Tilt,Dyne-Amic,3,1,20
